,clienteId,cancelouPlano,genero,cidadaoIdoso,temParceiro,temDependentes,mesesContrato,assinaturaTelefonica,multiplasLinhas,provedorInternet,segurancaOnline,backupOnline,protecaoDispositivo,suporteTecnico,streamingTV,streamingFilmes,tipoContrato,contaOnline,gastoDiario,formaPagamento,totalServicosMensalmente,totalGasto,validacaoTotalGasto,diferencaTotalGasto
6633,9115-YQHGA,Não,Masculino,Não,Não,Não,40,Yes,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,51.1,2092.9,2044.0,48.90000000000009
6634,9117-SHLZX,Sim,Masculino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Enviada,45.7,45.7,45.7,0.0
6635,9121-PHQSR,Não,Masculino,Sim,Sim,Não,16,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Cartão de Crédito (Automático),85.05,1391.15,1360.8,30.350000000000136
6636,9122-UMROB,Não,Masculino,Não,Não,Não,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,20.3,20.3,20.3,0.0
6637,9124-LHCJQ,Sim,Feminino,Não,Não,Não,1,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Enviada,85.45,85.45,85.45,0.0
6638,9127-FHJBZ,Não,Masculino,Não,Sim,Sim,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Conta Eletrônica,114.0,8093.15,8208.0,-114.85000000000036
6639,9127-QRZMH,Não,Masculino,Não,Sim,Não,44,Yes,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Um ano,Yes,2.0,Transferência bancária (Automático),59.85,2603.95,2633.4,-29.450000000000273
6640,9128-CPXKI,Não,Feminino,Não,Não,Não,59,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Dois anos,No,3.0,Conta Eletrônica,95.8,5655.45,5652.2,3.25
6641,9129-UXERG,Não,Feminino,Sim,Não,Não,18,Yes,Sim,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Yes,3.0,Cartão de Crédito (Automático),103.6,1806.35,1864.8,-58.450000000000045
6642,9133-AYJZG,Não,Feminino,Não,Não,Não,23,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Yes,3.0,Cartão de Crédito (Automático),98.7,2249.1,2270.1,-21.0
6643,9134-CEQMF,Sim,Masculino,Sim,Sim,Não,7,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,89.5,676.7,626.5,50.200000000000045
6644,9134-WYRVP,Não,Masculino,Não,Não,Não,51,Yes,Não,Fibra ótica,Sim,Não,Não,Não,Sim,Não,Um ano,No,3.0,Conta Enviada,86.35,4267.15,4403.849999999999,-136.69999999999982
6645,9135-HSWOC,Não,Masculino,Não,Sim,Sim,64,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Transferência bancária (Automático),19.7,1274.05,1260.8,13.25
6646,9135-MGVPY,Não,Masculino,Não,Sim,Não,69,Yes,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Conta Enviada,84.7,5878.9,5844.3,34.599999999999454
6647,9136-ALYBR,Sim,Masculino,Não,Não,Não,1,No,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,1.0,Conta Enviada,24.45,24.45,24.45,0.0
6648,9137-NOQKA,Não,Masculino,Sim,Não,Não,2,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Eletrônica,19.2,37.2,38.4,-1.1999999999999957
6649,9137-UIYPG,Não,Feminino,Não,Sim,Sim,35,Yes,Não,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Yes,4.0,Conta Eletrônica,106.9,3756.45,3741.5,14.949999999999818
6650,9138-EFSMO,Não,Masculino,Não,Sim,Sim,26,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Sim,Um ano,No,3.0,Transferência bancária (Automático),78.95,2034.25,2052.7000000000003,-18.450000000000273
6651,9139-TWBAS,Não,Feminino,Não,Sim,Não,26,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Não,Um ano,No,2.0,Transferência bancária (Automático),47.85,1190.5,1244.1000000000001,-53.600000000000136
6652,9139-WQQDY,Sim,Feminino,Não,Sim,Sim,49,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Um ano,No,3.0,Conta Enviada,100.45,4941.8,4922.05,19.75
6653,9140-CZQZZ,Não,Feminino,Não,Sim,Não,68,Yes,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Yes,3.0,Transferência bancária (Automático),79.6,5515.8,5412.799999999999,103.00000000000091
6654,9142-KZXOP,Não,Masculino,Não,Não,Não,44,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Cartão de Crédito (Automático),68.85,2958.95,3029.3999999999996,-70.44999999999982
6655,9142-XMYJH,Não,Feminino,Não,Não,Não,29,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Cartão de Crédito (Automático),19.35,601.6,561.1500000000001,40.44999999999993
6656,9143-CANJF,Não,Feminino,Não,Sim,Sim,24,Yes,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,No,2.0,Conta Eletrônica,55.15,1319.85,1323.6,-3.75
6657,9146-JRIOX,Não,Feminino,Não,Sim,Sim,14,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,25.55,372.45,357.7,14.75
6658,9150-HEPMB,Não,Masculino,Não,Não,Não,56,Yes,Não,DSL,Sim,Não,Sim,Não,Não,Não,Um ano,No,2.0,Conta Enviada,52.7,3019.7,2951.2000000000003,68.49999999999955
6659,9150-KPBJQ,Não,Feminino,Não,Não,Não,6,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),19.65,116.85,117.89999999999999,-1.0499999999999972
6660,9152-AMKAK,Não,Masculino,Não,Não,Não,6,Yes,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Conta Enviada,80.25,493.4,481.5,11.899999999999977
6661,9153-BTBVV,Não,Feminino,Não,Sim,Não,71,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),25.0,1753.0,1775.0,-22.0
6662,9154-QDGTH,Não,Masculino,Não,Sim,Sim,43,Yes,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Um ano,Yes,3.0,Cartão de Crédito (Automático),104.3,4451.85,4484.9,-33.04999999999927
6663,9158-VCTQB,Sim,Feminino,Não,Sim,Não,41,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Yes,4.0,Transferência bancária (Automático),113.6,4594.95,4657.599999999999,-62.649999999999636
6664,9162-MVWXH,Sem Informação,Masculino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Enviada,45.7,45.7,45.7,0.0
6665,9163-GHAYE,Não,Feminino,Não,Não,Não,15,Yes,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,48.85,736.8,732.75,4.0499999999999545
6666,9167-APMXZ,Não,Feminino,Não,Não,Não,22,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Transferência bancária (Automático),84.15,1821.95,1851.3000000000002,-29.350000000000136
6667,9168-INPSZ,Não,Feminino,Sim,Sim,Não,44,Yes,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,104.15,4495.65,4582.6,-86.95000000000073
6668,9169-BSVIN,Não,Masculino,Não,Não,Não,12,Yes,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,No,2.0,Transferência bancária (Automático),74.75,827.05,897.0,-69.95000000000005
6669,9170-ARBTB,Não,Feminino,Não,Sim,Sim,52,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Cartão de Crédito (Automático),19.6,1012.4,1019.2,-6.800000000000068
6670,9170-CCKOU,Sim,Masculino,Não,Sim,Não,17,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Não,Não,Não,Mensal,No,3.0,Cartão de Crédito (Automático),90.2,1454.15,1533.4,-79.25
6671,9170-GYZJC,Sim,Feminino,Não,Sim,Sim,41,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Mensal,No,3.0,Cartão de Crédito (Automático),79.9,3326.2,3275.9,50.29999999999973
6672,9172-ANCRX,Sim,Feminino,Não,Não,Não,10,Yes,Sim,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,98.7,973.25,987.0,-13.75
6673,9172-JITSM,Sim,Feminino,Não,Sim,Sim,26,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,90.8,2361.8,2360.7999999999997,1.0000000000004547
6674,9173-IVZVP,Não,Feminino,Não,Sim,Sim,53,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,20.9,1146.05,1107.6999999999998,38.350000000000136
6675,9174-FKWZE,Sim,Feminino,Sim,Não,Não,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Eletrônica,19.45,19.45,19.45,0.0
6676,9174-IHETN,Não,Feminino,Não,Não,Sim,50,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Dois anos,No,2.0,Cartão de Crédito (Automático),70.35,3533.6,3517.4999999999995,16.100000000000364
6677,9178-JHUVJ,Não,Masculino,Não,Sim,Sim,24,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Transferência bancária (Automático),24.1,587.4,578.4000000000001,8.999999999999886
6678,9182-EFTQG,Sem Informação,Feminino,Não,Sim,Sim,41,Yes,Sim,DSL,Sim,Sim,Sim,Não,Sim,Não,Um ano,Yes,3.0,Cartão de Crédito (Automático),78.35,3211.2,3212.35,-1.150000000000091
6679,9184-GALIL,Não,Feminino,Não,Sim,Sim,38,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,20.45,781.25,777.1,4.149999999999977
6680,9185-TQCVP,Sim,Masculino,Não,Sim,Não,14,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,85.15,1139.2,1192.1000000000001,-52.90000000000009
6681,9189-JWSHV,Sim,Feminino,Sim,Sim,Não,24,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,93.55,2264.05,2245.2,18.850000000000364
6682,9190-MFJLN,Sim,Masculino,Sim,Não,Não,19,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Cartão de Crédito (Automático),95.9,1777.9,1822.1000000000001,-44.200000000000045
6683,9191-MYQKX,Sim,Feminino,Não,Sim,Não,7,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Mensal,Yes,3.0,Transferência bancária (Automático),75.15,496.9,526.0500000000001,-29.15000000000009
6684,9194-GFVOI,Não,Feminino,Não,Sim,Não,42,Yes,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,No,3.0,Cartão de Crédito (Automático),84.35,3571.6,3542.7,28.90000000000009
6685,9199-PWQVC,Não,Feminino,Não,Sim,Não,63,Yes,Sim,DSL,Sim,Sim,Não,Não,Sim,Sim,Um ano,Yes,3.0,Cartão de Crédito (Automático),79.7,4786.15,5021.1,-234.95000000000073
6686,9200-NLNPD,Não,Masculino,Não,Sim,Não,56,No,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Sim,Sim,Um ano,Yes,2.0,Transferência bancária (Automático),54.05,2959.8,3026.7999999999997,-66.99999999999955
6687,9206-GVPEQ,Sim,Masculino,Não,Sim,Não,13,No,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Sim,Sim,Mensal,Yes,2.0,Conta Eletrônica,54.45,706.85,707.85,-1.0
6688,9207-ZPANB,Não,Masculino,Não,Não,Não,37,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Um ano,No,2.0,Conta Eletrônica,67.45,2443.3,2495.65,-52.34999999999991
6689,9208-OLGAQ,Não,Feminino,Sim,Não,Não,18,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,84.95,1443.65,1529.1000000000001,-85.45000000000005
6690,9209-NWPGU,Não,Masculino,Não,Não,Não,44,Yes,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Um ano,No,2.0,Conta Eletrônica,65.4,2774.55,2877.6000000000004,-103.05000000000018
6691,9210-IAHGH,Sim,Feminino,Não,Não,Não,7,Yes,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Yes,2.0,Cartão de Crédito (Automático),70.75,450.8,495.25,-44.44999999999999
6692,9214-EKVXR,Não,Feminino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,1.0,Conta Enviada,44.0,44.0,44.0,0.0
6693,9218-TUMIQ,Sem Informação,Feminino,Não,Sim,Sim,62,Yes,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,100.15,6283.3,6209.3,74.0
6694,9220-CXRSC,Não,Feminino,Não,Sim,Sim,69,Yes,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Dois anos,No,2.0,Cartão de Crédito (Automático),61.4,4059.85,4236.599999999999,-176.74999999999955
6695,9220-ZNKJI,Não,Feminino,Sim,Sim,Não,55,Yes,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Não,Dois anos,No,3.0,Cartão de Crédito (Automático),88.8,4805.3,4884.0,-78.69999999999982
6696,9221-OTIVJ,Sim,Feminino,Sim,Não,Não,14,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,104.85,1531.4,1467.8999999999999,63.50000000000023
6697,9223-UCPVT,Sim,Feminino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,94.4,94.4,94.4,0.0
6698,9224-VTYID,Não,Masculino,Não,Sim,Sim,47,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Conta Enviada,90.5,4318.35,4253.5,64.85000000000036
6699,9225-BZLNZ,Não,Masculino,Não,Sim,Não,72,Yes,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Yes,3.0,Conta Eletrônica,85.25,6083.1,6138.0,-54.899999999999636
6700,9227-LUNBG,Sim,Feminino,Não,Não,Não,1,No,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,1.0,Conta Eletrônica,24.6,24.6,24.6,0.0
6701,9227-UAQFT,Não,Masculino,Não,Não,Não,16,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,19.75,284.35,316.0,-31.649999999999977
6702,9227-YBAXE,Não,Feminino,Não,Sim,Sim,65,Yes,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Yes,3.0,Transferência bancária (Automático),82.5,5215.1,5362.5,-147.39999999999964
6703,9228-KNQVN,Sem Informação,Feminino,Não,Sim,Não,59,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Não,Sim,Um ano,Yes,4.0,Cartão de Crédito (Automático),107.0,6152.3,6313.0,-160.69999999999982
6704,9229-RQABD,Não,Masculino,Não,Não,Não,18,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,23.75,424.5,427.5,-3.0
6705,9231-ZJYAM,Sim,Feminino,Sim,Não,Não,4,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,78.85,292.8,315.4,-22.599999999999966
6706,9233-PSYHO,Não,Feminino,Sim,Não,Não,45,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Transferência bancária (Automático),100.15,4459.8,4506.75,-46.94999999999982
6707,9236-NDUCW,Não,Feminino,Não,Não,Não,21,No,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Dois anos,No,1.0,Conta Enviada,35.1,770.4,737.1,33.299999999999955
6708,9237-HQITU,Sim,Feminino,Não,Não,Não,2,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,70.7,151.65,141.4,10.25
6709,9239-GZHZE,Não,Feminino,Não,Sim,Não,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Cartão de Crédito (Automático),113.65,8124.2,8182.8,-58.600000000000364
6710,9239-YGYBO,Sem Informação,Feminino,Não,Sim,Sim,13,Yes,Não,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,No,2.0,Transferência bancária (Automático),54.15,701.05,703.9499999999999,-2.8999999999999773
6711,9239-ZBZZV,Sim,Feminino,Não,Não,Não,6,No,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,2.0,Conta Eletrônica,47.95,305.1,287.70000000000005,17.399999999999977
6712,9242-TKFSV,Não,Masculino,Não,Sim,Sim,72,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,2.0,Cartão de Crédito (Automático),65.1,4754.3,4687.2,67.10000000000036
6713,9243-TUYBL,Sem Informação,Masculino,Sim,Sim,Não,28,Yes,Sim,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Yes,4.0,Conta Eletrônica,105.8,2998.0,2962.4,35.59999999999991
6714,9244-ZVAPM,Não,Masculino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Enviada,45.6,45.6,45.6,0.0
6715,9248-OJYKK,Sim,Masculino,Sim,Não,Não,1,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,76.45,76.45,76.45,0.0
6716,9249-FXSCK,Sim,Feminino,Não,Não,Não,52,Yes,Sim,Fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Um ano,Yes,4.0,Cartão de Crédito (Automático),111.25,5916.45,5785.0,131.44999999999982
6717,9250-WYPLL,Sim,Feminino,Não,Não,Não,5,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,No,3.0,Conta Eletrônica,75.55,413.65,377.75,35.89999999999998
6718,9251-AWQGT,Não,Feminino,Não,Sim,Sim,48,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,20.0,935.9,960.0,-24.100000000000023
6719,9251-WNSOD,Não,Feminino,Não,Sim,Não,67,Yes,Sim,DSL,Sim,Sim,Sim,Não,Não,Sim,Um ano,No,3.0,Conta Enviada,75.1,5064.45,5031.7,32.75
6720,9253-QXKBE,Sim,Masculino,Sim,Sim,Não,29,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,94.45,2653.65,2739.05,-85.40000000000009
6721,9253-VIFJQ,Não,Masculino,Não,Sim,Não,65,Yes,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Um ano,No,2.0,Cartão de Crédito (Automático),67.05,4309.55,4358.25,-48.69999999999982
6722,9254-RBFON,Sim,Feminino,Não,Sim,Sim,17,Yes,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Um ano,No,3.0,Transferência bancária (Automático),98.6,1704.95,1676.1999999999998,28.750000000000227
6723,9256-JTBNZ,Não,Feminino,Não,Não,Não,11,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Transferência bancária (Automático),20.3,246.3,223.3,23.0
6724,9257-AZMTZ,Não,Feminino,Não,Sim,Sim,52,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),20.1,1078.75,1045.2,33.549999999999955
6725,9258-CNWAC,Não,Feminino,Não,Sim,Sim,71,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,No,4.0,Cartão de Crédito (Automático),113.65,8166.8,8069.150000000001,97.64999999999964
6726,9259-PACGQ,Sim,Feminino,Não,Sim,Não,34,Yes,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,No,2.0,Conta Eletrônica,62.65,2274.9,2130.1,144.80000000000018
6727,9261-WDCAF,Não,Masculino,Não,Não,Não,3,Yes,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,No,2.0,Conta Enviada,54.65,189.1,163.95,25.150000000000006
6728,9269-CQOOL,Sim,Masculino,Não,Não,Sim,3,Yes,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Yes,2.0,Cartão de Crédito (Automático),54.7,169.45,164.10000000000002,5.349999999999966
6729,9272-LSVYH,Não,Masculino,Não,Não,Não,10,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Enviada,70.15,735.5,701.5,34.0
6730,9274-CNFMO,Sim,Masculino,Sim,Sim,Não,4,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,74.95,308.7,299.8,8.899999999999977
6731,9274-UARKJ,Não,Feminino,Não,Não,Não,15,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Mensal,Yes,3.0,Transferência bancária (Automático),83.2,1130.0,1248.0,-118.0
6732,9277-JOOMO,Não,Feminino,Não,Não,Não,3,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,24.6,86.35,73.80000000000001,12.549999999999983
6733,9278-VZKCD,Não,Feminino,Sim,Sim,Não,52,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Yes,4.0,Conta Eletrônica,109.1,5647.95,5673.2,-25.25
6734,9279-CJEOJ,Não,Feminino,Sim,Não,Não,21,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Transferência bancária (Automático),95.4,2025.1,2003.4,21.699999999999818
6735,9281-CEDRU,Não,Feminino,Não,Sim,Não,68,Yes,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Dois anos,No,2.0,Transferência bancária (Automático),64.1,4326.25,4358.799999999999,-32.54999999999927
6736,9281-OFDMF,Não,Masculino,Sim,Não,Não,39,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,No,3.0,Conta Eletrônica,90.7,3413.25,3537.3,-124.05000000000018
6737,9281-PKKZE,Não,Feminino,Não,Sim,Não,46,No,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,1.0,Conta Eletrônica,43.95,2007.85,2021.7,-13.850000000000136
6738,9282-IZGQK,Sim,Feminino,Não,Não,Não,1,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,85.0,85.0,85.0,0.0
6739,9283-LZQOH,Sim,Masculino,Não,Sim,Sim,13,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Cartão de Crédito (Automático),74.4,896.75,967.2,-70.45000000000005
6740,9286-BHDQG,Não,Masculino,Não,Sim,Sim,72,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Dois anos,No,2.0,Cartão de Crédito (Automático),45.25,3139.8,3258.0,-118.19999999999982
6741,9286-DOJGF,Sim,Feminino,Sim,Sim,Não,38,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Transferência bancária (Automático),74.95,2869.85,2848.1,21.75
6742,9289-LBQVU,Não,Masculino,Não,Sim,Não,64,Yes,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Um ano,Yes,2.0,Conta Enviada,70.15,4480.7,4489.6,-8.900000000000546
6743,9290-SHCMB,Não,Feminino,Sim,Não,Não,13,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,96.85,1235.55,1259.05,-23.5
6744,9294-TDIPC,Não,Masculino,Não,Não,Sim,5,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,20.2,83.75,101.0,-17.25
6745,9297-EONCV,Não,Feminino,Não,Não,Não,72,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Transferência bancária (Automático),91.35,6697.2,6577.2,120.0
6746,9297-FVVDH,Não,Feminino,Não,Sim,Sim,57,Yes,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Conta Eletrônica,84.5,4845.4,4816.5,28.899999999999636
6747,9298-WGMRW,Não,Feminino,Não,Sim,Não,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Transferência bancária (Automático),115.5,8312.75,8316.0,-3.25
6748,9300-AGZNL,Sim,Masculino,Sim,Não,Não,1,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,94.0,94.0,94.0,0.0
6749,9300-RENDD,Sim,Masculino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,79.95,79.95,79.95,0.0
